111111111111111111111111111111
43590.4, 46539.3, 44965.8, 47044.4
60000
51839.6
0.350294
29000, 33000, 30000, 32000
29000, 33000, 30000, 32000
41000, 39000, 31000, 33000
41000, 39000, 31000, 33000
41000, 39000, 31000, 33000
41000, 39000, 31000, 33000
41000, 39000, 31000, 33000
41000, 39000, 31000, 33000
41000, 40000, 32000, 34000
41000, 40000, 32000, 34000
41000, 40000, 32000, 34000
41000, 40000, 32000, 34000
41000, 40000, 32000, 34000
41000, 40000, 32000, 34000
42000, 41000, 32000, 33000
42000, 41000, 32000, 33000
42000, 41000, 32000, 33000
42000, 41000, 32000, 33000
42000, 41000, 32000, 33000
43000, 42000, 32000, 33000
43000, 42000, 32000, 33000
43000, 42000, 32000, 33000
43000, 42000, 32000, 33000
43000, 42000, 32000, 33000
43000, 42000, 32000, 33000
44000, 40000, 33000, 34000
44000, 40000, 33000, 34000
44000, 40000, 33000, 34000
44000, 40000, 33000, 34000
44000, 40000, 33000, 34000
44000, 40000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 33000
44000, 41000, 33000, 33000
44000, 41000, 33000, 33000
44000, 41000, 33000, 33000
44000, 41000, 33000, 33000
44000, 41000, 32000, 35000
44000, 41000, 32000, 35000
44000, 41000, 32000, 35000
44000, 41000, 32000, 35000
44000, 41000, 32000, 35000
44000, 41000, 32000, 35000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 42000, 33000, 34000
44000, 42000, 33000, 34000
44000, 42000, 33000, 34000
44000, 42000, 33000, 34000
44000, 42000, 33000, 34000
44000, 42000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
44000, 41000, 33000, 34000
43000, 42000, 33000, 35000
43000, 42000, 33000, 35000
43000, 42000, 33000, 35000
43000, 42000, 33000, 35000
43000, 42000, 33000, 35000
43000, 42000, 33000, 35000
45000, 42000, 33000, 34000
45000, 42000, 33000, 34000
45000, 42000, 33000, 34000
45000, 42000, 33000, 34000
45000, 42000, 33000, 34000
44000, 42000, 34000, 35000
44000, 42000, 34000, 35000
44000, 42000, 34000, 35000
44000, 42000, 34000, 35000
44000, 42000, 34000, 35000
44000, 42000, 34000, 35000
44000, 42000, 33000, 34000
44000, 42000, 33000, 34000
44000, 42000, 33000, 34000
44000, 42000, 33000, 34000
44000, 42000, 33000, 34000
44000, 42000, 33000, 34000
43000, 43000, 33000, 34000
43000, 43000, 33000, 34000
43000, 43000, 33000, 34000
43000, 43000, 33000, 34000
43000, 43000, 33000, 34000
43000, 43000, 33000, 34000
43000, 42000, 33000, 36000
43000, 42000, 33000, 36000
