0.018328,7.2235e-05,7.2235e-05,3.8101e-07,0.001511,4.1028e-06,4.1028e-06,1.6434e-08,8.7144e-06,3.9613e-08,3.9613e-08,2.1718e-10,3.2881e-08,1.2195e-10,1.2195e-10,5.6025e-13,3.996e-09,1.4676e-11,1.4676e-11,3.996e-09,1.2571e-11,3.8341e-14,3.8341e-14,1.2571e-11,7.081e-16,1.8475e-18,1.8475e-18,7.081e-16
7.2235e-05,0.018328,3.8101e-07,7.2235e-05,4.1028e-06,0.001511,1.6434e-08,4.1028e-06,3.9613e-08,8.7144e-06,2.1718e-10,3.9613e-08,1.2195e-10,3.2881e-08,5.6025e-13,1.2195e-10,3.996e-09,1.4676e-11,3.996e-09,1.4676e-11,1.2571e-11,3.8341e-14,1.2571e-11,3.8341e-14,7.081e-16,1.8475e-18,7.081e-16,1.8475e-18
7.2235e-05,3.8101e-07,0.018328,7.2235e-05,4.1028e-06,1.6434e-08,0.001511,4.1028e-06,3.9613e-08,2.1718e-10,8.7144e-06,3.9613e-08,1.2195e-10,5.6025e-13,3.2881e-08,1.2195e-10,1.4676e-11,3.996e-09,1.4676e-11,3.996e-09,3.8341e-14,1.2571e-11,3.8341e-14,1.2571e-11,1.8475e-18,7.081e-16,1.8475e-18,7.081e-16
3.8101e-07,7.2235e-05,7.2235e-05,0.018328,1.6434e-08,4.1028e-06,4.1028e-06,0.001511,2.1718e-10,3.9613e-08,3.9613e-08,8.7144e-06,5.6025e-13,1.2195e-10,1.2195e-10,3.2881e-08,1.4676e-11,3.996e-09,3.996e-09,1.4676e-11,3.8341e-14,1.2571e-11,1.2571e-11,3.8341e-14,1.8475e-18,7.081e-16,7.081e-16,1.8475e-18
0.001511,4.1028e-06,4.1028e-06,1.6434e-08,0.12591,5.8218e-06,5.8218e-06,1.2176e-09,0.0010692,3.5673e-06,3.5673e-06,1.8046e-08,5.4885e-06,1.4306e-08,1.4306e-08,5.7782e-11,6.5399e-07,1.6679e-09,1.6679e-09,6.5399e-07,2.6153e-09,5.3265e-12,5.3265e-12,2.6153e-09,1.7843e-13,3.0286e-16,3.0286e-16,1.7843e-13
4.1028e-06,0.001511,1.6434e-08,4.1028e-06,5.8218e-06,0.12591,1.2176e-09,5.8218e-06,3.5673e-06,0.0010692,1.8046e-08,3.5673e-06,1.4306e-08,5.4885e-06,5.7782e-11,1.4306e-08,6.5399e-07,1.6679e-09,6.5399e-07,1.6679e-09,2.6153e-09,5.3265e-12,2.6153e-09,5.3265e-12,1.7843e-13,3.0286e-16,1.7843e-13,3.0286e-16
4.1028e-06,1.6434e-08,0.001511,4.1028e-06,5.8218e-06,1.2176e-09,0.12591,5.8218e-06,3.5673e-06,1.8046e-08,0.0010692,3.5673e-06,1.4306e-08,5.7782e-11,5.4885e-06,1.4306e-08,1.6679e-09,6.5399e-07,1.6679e-09,6.5399e-07,5.3265e-12,2.6153e-09,5.3265e-12,2.6153e-09,3.0286e-16,1.7843e-13,3.0286e-16,1.7843e-13
1.6434e-08,4.1028e-06,4.1028e-06,0.001511,1.2176e-09,5.8218e-06,5.8218e-06,0.12591,1.8046e-08,3.5673e-06,3.5673e-06,0.0010692,5.7782e-11,1.4306e-08,1.4306e-08,5.4885e-06,1.6679e-09,6.5399e-07,6.5399e-07,1.6679e-09,5.3265e-12,2.6153e-09,2.6153e-09,5.3265e-12,3.0286e-16,1.7843e-13,1.7843e-13,3.0286e-16
8.7144e-06,3.9613e-08,3.9613e-08,2.1718e-10,0.0010692,3.5673e-06,3.5673e-06,1.8046e-08,0.026161,0.00012663,0.00012663,8.4827e-07,0.00020348,6.877e-07,6.877e-07,3.4392e-09,2.3551e-05,7.8698e-08,7.8698e-08,2.3551e-05,1.272e-07,3.1781e-10,3.1781e-10,1.272e-07,1.0894e-11,2.1798e-14,2.1798e-14,1.0894e-11
3.9613e-08,8.7144e-06,2.1718e-10,3.9613e-08,3.5673e-06,0.0010692,1.8046e-08,3.5673e-06,0.00012663,0.026161,8.4827e-07,0.00012663,6.877e-07,0.00020348,3.4392e-09,6.877e-07,2.3551e-05,7.8698e-08,2.3551e-05,7.8698e-08,1.272e-07,3.1781e-10,1.272e-07,3.1781e-10,1.0894e-11,2.1798e-14,1.0894e-11,2.1798e-14
