0.96349,0.0076399,0.0076399,6.0597e-05,0.020118,8.3671e-05,8.3671e-05,4.5079e-07,0.00076317,4.6771e-06,4.6771e-06,3.2273e-08,0.00010107,4.7021e-07,4.7021e-07,2.5987e-09,2.4632e-06,1.1417e-08,1.1417e-08,2.4632e-06,2.5364e-07,9.3201e-10,9.3201e-10,2.5364e-07,1.6033e-11,4.8878e-14,4.8878e-14,1.6033e-11
0.0076399,0.96349,6.0597e-05,0.0076399,8.3671e-05,0.020118,4.5079e-07,8.3671e-05,4.6771e-06,0.00076317,3.2273e-08,4.6771e-06,4.7021e-07,0.00010107,2.5987e-09,4.7021e-07,2.4632e-06,1.1417e-08,2.4632e-06,1.1417e-08,2.5364e-07,9.3201e-10,2.5364e-07,9.3201e-10,1.6033e-11,4.8878e-14,1.6033e-11,4.8878e-14
0.0076399,6.0597e-05,0.96349,0.0076399,8.3671e-05,4.5079e-07,0.020118,8.3671e-05,4.6771e-06,3.2273e-08,0.00076317,4.6771e-06,4.7021e-07,2.5987e-09,0.00010107,4.7021e-07,1.1417e-08,2.4632e-06,1.1417e-08,2.4632e-06,9.3201e-10,2.5364e-07,9.3201e-10,2.5364e-07,4.8878e-14,1.6033e-11,4.8878e-14,1.6033e-11
6.0597e-05,0.0076399,0.0076399,0.96349,4.5079e-07,8.3671e-05,8.3671e-05,0.020118,3.2273e-08,4.6771e-06,4.6771e-06,0.00076317,2.5987e-09,4.7021e-07,4.7021e-07,0.00010107,1.1417e-08,2.4632e-06,2.4632e-06,1.1417e-08,9.3201e-10,2.5364e-07,2.5364e-07,9.3201e-10,4.8878e-14,1.6033e-11,1.6033e-11,4.8878e-14
0.15403,0.00064061,0.00064061,3.4514e-06,0.77179,7.8038e-05,7.8038e-05,3.6312e-08,0.058987,0.00030173,0.00030173,2.0674e-06,0.012388,4.3142e-05,4.3142e-05,2.186e-07,0.00029192,1.007e-06,1.007e-06,0.00029192,4.1528e-05,1.0605e-07,1.0605e-07,4.1528e-05,3.3373e-09,6.7938e-12,6.7938e-12,3.3373e-09
0.00064061,0.15403,3.4514e-06,0.00064061,7.8038e-05,0.77179,3.6312e-08,7.8038e-05,0.00030173,0.058987,2.0674e-06,0.00030173,4.3142e-05,0.012388,2.186e-07,4.3142e-05,0.00029192,1.007e-06,0.00029192,1.007e-06,4.1528e-05,1.0605e-07,4.1528e-05,1.0605e-07,3.3373e-09,6.7938e-12,3.3373e-09,6.7938e-12
0.00064061,3.4514e-06,0.15403,0.00064061,7.8038e-05,3.6312e-08,0.77179,7.8038e-05,0.00030173,2.0674e-06,0.058987,0.00030173,4.3142e-05,2.186e-07,0.012388,4.3142e-05,1.007e-06,0.00029192,1.007e-06,0.00029192,1.0605e-07,4.1528e-05,1.0605e-07,4.1528e-05,6.7938e-12,3.3373e-09,6.7938e-12,3.3373e-09
3.4514e-06,0.00064061,0.00064061,0.15403,3.6312e-08,7.8038e-05,7.8038e-05,0.77179,2.0674e-06,0.00030173,0.00030173,0.058987,2.186e-07,4.3142e-05,4.3142e-05,0.012388,1.007e-06,0.00029192,0.00029192,1.007e-06,1.0605e-07,4.1528e-05,4.1528e-05,1.0605e-07,6.7938e-12,3.3373e-09,3.3373e-09,6.7938e-12
0.0013167,8.0696e-06,8.0696e-06,5.5683e-08,0.013293,6.7995e-05,6.7995e-05,4.659e-07,0.64989,0.0067752,0.0067752,7.0636e-05,0.30216,0.0015327,0.0015327,1.0281e-05,0.0066907,3.4631e-05,3.4631e-05,0.0066907,0.001496,5.0062e-06,5.0062e-06,0.001496,1.624e-07,4.0556e-10,4.0556e-10,1.624e-07
8.0696e-06,0.0013167,5.5683e-08,8.0696e-06,6.7995e-05,0.013293,4.659e-07,6.7995e-05,0.0067752,0.64989,7.0636e-05,0.0067752,0.0015327,0.30216,1.0281e-05,0.0015327,0.0066907,3.4631e-05,0.0066907,3.4631e-05,0.001496,5.0062e-06,0.001496,5.0062e-06,1.624e-07,4.0556e-10,1.624e-07,4.0556e-10
