
10, 1.00013e+07, 1.00012e+07, 0.000539932
12, 1.00008e+07, 1.00008e+07, 0.000409965
14, 1.00004e+07, 1.00003e+07, 0.000229992
16, 1.00003e+07, 1.00002e+07, 0.000149996
18, 1.00003e+07, 1.00003e+07, 0.000159996
20, 1.00002e+07, 1.00002e+07, 8.99983e-05
22, 1.00003e+07, 1.00003e+07, 0.000199993
24, 1.00002e+07, 1.00002e+07, 3.99993e-05
26, 1.00002e+07, 1.00002e+07, 7.99985e-05
28, 1.00001e+07, 1.00001e+07, 3.99996e-05
30, 1.00001e+07, 1.00001e+07, 7.99989e-05
32, 1.00001e+07, 1.00001e+07, 3.99994e-05
34, 1.00002e+07, 1.00001e+07, 4.99993e-05
36, 1.00001e+07, 1.00001e+07, 5.99992e-05
38, 1.00001e+07, 1.00001e+07, 1.99998e-05
40, 1.00001e+07, 1.00001e+07, 2.99998e-05
42, 1.00001e+07, 1.00001e+07, 1.99998e-05
44, 1.00003e+07, 1.00003e+07, 0.000289992
46, 1.00003e+07, 1.00003e+07, 0.000149996
48, 1.00001e+07, 1e+07, 5.99997e-05
50, 1.00001e+07, 1.00001e+07, 5.99996e-05
10, 1.00003e+07, 1.00003e+07, 0.000199993
12, 1.00003e+07, 1.00003e+07, 0.000149995
14, 1.00003e+07, 1.00003e+07, 0.000159995
16, 1.00003e+07, 1.00003e+07, 2.99991e-05
18, 1.00003e+07, 1.00003e+07, 9.99969e-05
20, 1.00002e+07, 1.00002e+07, 0.000139997
22, 1.00002e+07, 1.00002e+07, 0.000209995
24, 1.00002e+07, 1.00002e+07, 8.99985e-05
26, 1.00001e+07, 1.00001e+07, 8.99989e-05
28, 1.00001e+07, 1.00001e+07, 8.99991e-05
30, 1.00001e+07, 1.00001e+07, 9.99988e-05
32, 1.00001e+07, 1.00001e+07, 5.99991e-05
34, 1.00001e+07, 1.00001e+07, 5.99994e-05
36, 1.00001e+07, 1.00001e+07, 4.99997e-05
38, 1.00001e+07, 1.00001e+07, 4.99996e-05
40, 1.00001e+07, 1.00001e+07, 6.99991e-05
42, 1.00001e+07, 1.00001e+07, 5.99994e-05
44, 1.00001e+07, 1.00001e+07, 5.99995e-05
46, 1.00001e+07, 1.00001e+07, 9.99991e-06
48, 1.00002e+07, 1.00002e+07, 1.99995e-05
50, 1.00001e+07, 1.00001e+07, 9.99992e-06
10, 1.00004e+07, 1.00004e+07, 0.000189993
12, 1.00004e+07, 1.00004e+07, 0.000219992
14, 1.00004e+07, 1.00004e+07, 0.000229991
16, 1.00003e+07, 1.00003e+07, 8.99977e-05
18, 1.00003e+07, 1.00003e+07, 9.99969e-05
20, 1.00003e+07, 1.00003e+07, 4.99986e-05
