0,0,3
0,0,11
10,0,12
60,0,3
60,1,3
110,0,3
110,1,3
110,2,3
111,0,11
111,2,11
111,1,11
120,0,12
120,1,12
121,2,12
170,0,3
170,1,3
170,2,3
220,0,3
220,1,11
220,0,11
220,2,11
230,0,12
230,1,12
230,2,12
230,1,3
231,2,3
280,0,3
280,1,3
281,2,3
330,0,3
330,2,11
330,1,11
330,0,11
340,1,12
340,0,12
340,2,12
341,1,3
341,2,3
390,0,3
391,1,3
391,2,3
440,0,3
440,1,11
440,2,11
440,0,11
450,0,12
450,1,12
450,2,12
451,1,3
451,2,3
500,0,3
501,1,3
501,2,3
550,0,3
550,0,11
550,2,11
550,1,11
560,1,12
560,0,12
560,2,12
561,1,3
562,2,3
610,0,3
611,1,3
612,2,3
660,1,11
660,2,11
670,0,3
670,1,12
670,2,12
671,1,3
671,1,11
672,2,3
682,1,12
720,0,3
732,1,3
732,2,3
770,1,11
770,2,11
780,0,3
780,1,12
780,2,12
792,1,3
792,1,11
792,2,3
802,1,12
830,0,3
852,1,3
852,2,3
880,0,3
880,0,11
880,1,11
880,2,11
890,0,12
890,2,12
890,1,12
913,2,3
913,1,3
940,0,3
963,1,3
963,2,3
990,2,11
990,1,11
990,0,11
1000,0,12
1000,1,12
1000,2,12
1000,0,3
1023,1,3
1023,2,3
1050,0,3
1073,1,3
1073,2,3
1100,2,11
1100,1,11
1100,0,11
1110,0,12
1110,1,12
1110,2,12
1110,0,3
1133,1,3
1133,2,3
1160,0,3
1183,1,3
1183,2,3
1210,1,11
1210,2,11
1210,0,11
1220,0,12
1220,1,12
1220,2,12
1221,0,3
1244,1,3
1244,2,3
1271,0,3
1294,1,3
1294,2,3
1320,2,11
1320,0,11
1320,1,11
1330,0,12
1330,1,12
1330,2,12
1331,0,3
1354,1,3
1354,2,3
1381,0,3
1404,1,3
1404,2,3
1430,1,11
1430,2,11
1430,0,11
1440,0,12
1440,1,12
1440,2,12
1441,0,3
1464,1,3
1464,2,3
1491,0,3
1514,1,3
1515,2,3
1540,2,11
1540,0,11
1540,1,11
1550,2,12
1550,1,12
1550,0,12
1551,0,3
1574,1,3
1575,2,3
1601,0,3
1624,1,3
1625,2,3
1650,2,11
1650,1,11
1650,0,11
1660,1,12
1660,2,12
1660,0,12
1662,0,3
1685,1,3
1685,2,3
1712,0,3
1735,1,3
1735,2,3
1760,2,11
1760,0,11
1760,1,11
1770,0,12
1770,1,12
1770,2,12
1772,0,3
1795,1,3
1795,2,3
1822,0,3
1845,1,3
1845,2,3
1870,0,11
1870,1,11
1870,2,11
1880,0,12
1880,1,12
1881,2,12
1882,0,3
1905,1,3
1906,2,3
1932,0,3
1955,1,3
1956,2,3
1980,0,11
1980,1,11
1980,2,11
1990,1,12
1990,2,12
1990,0,12
1992,0,3
2015,1,3
2016,2,3
2042,0,3
2065,1,3
2066,2,3
2090,2,11
2090,1,11
2090,0,11
2100,0,12
2100,2,12
2100,1,12
2103,0,3
2126,1,3
2126,2,3
2153,0,3
2176,1,3
2176,2,3
2200,0,11
2200,1,11
2200,2,11
2210,2,12
2210,0,12
2210,1,12
2213,0,3
2236,1,3
2237,2,3
2263,0,3
2286,1,3
2287,2,3
2310,2,11
2310,0,11
2310,1,11
2320,2,12
2320,1,12
2320,0,12
2323,0,3
2346,1,3
2347,2,3
2373,0,3
2396,1,3
2397,2,3
2420,0,11
2420,1,11
2420,2,11
2430,1,12
2430,2,12
2430,0,12
2434,0,3
2457,1,3
2457,2,3
2484,0,3
2507,1,3
2507,2,3
2530,0,11
2530,1,11
2530,2,11
2540,0,12
2540,1,12
2540,2,12
2544,0,3
2567,1,3
2568,2,3
2594,0,3
2617,1,3
2618,2,3
2640,2,11
2640,0,11
2640,1,11
2650,0,12
2650,1,12
2650,2,12
2654,0,3
2677,1,3
2678,2,3
2704,0,3
2727,1,3
2728,2,3
2750,2,11
2750,1,11
2750,0,11
2760,1,12
2760,0,12
2760,2,12
2764,0,3
2788,1,3
2789,2,3
2814,0,3
2838,1,3
2839,2,3
2860,1,11
2860,0,11
2860,2,11
2870,0,12
2870,1,12
2870,2,12
2874,0,3
2898,1,3
2899,2,3
2924,0,3
2948,1,3
2949,2,3
2970,0,11
2970,1,11
2970,2,11
2980,0,12
2980,1,12
2980,2,12
2984,0,3
3008,1,3
3009,2,3
3034,0,3
3058,1,3
3060,2,3
3080,0,11
3080,2,11
3080,1,11
3090,0,12
3090,1,12
3090,2,12
3094,0,3
3118,1,3
3120,2,3
3144,0,3
3168,1,3
3170,2,3
3190,1,11
3190,2,11
3190,0,11
3200,2,12
3200,1,12
3200,0,12
3204,0,3
3229,1,3
3230,2,3
3255,0,3
3279,1,3
3280,2,3
3300,2,11
3300,1,11
3300,0,11
3310,0,12
3310,1,12
3310,2,12
3314,0,3
3339,1,3
3341,2,3
3364,0,3
3389,1,3
3391,2,3
3410,2,11
3410,1,11
3410,0,11
3420,0,12
3420,1,12
3420,2,12
3424,0,3
3449,1,3
3451,2,3
3474,0,3
3499,1,3
3501,2,3
3520,1,11
3520,0,11
3520,2,11
3530,2,12
3530,0,12
3531,1,12
3535,0,3
3559,1,3
3561,2,3
